codigo_producto,fecha,hora,cantidad_vendida,precio,canal,promocion
PROD005,2026-01-08,11:51,1,350.09,telefono,sin_promocion
PROD001,2026-01-08,12:05,2,157.76,tienda,sin_promocion
PROD015,2026-01-08,13:22,2,60.63,telefono,sin_promocion
PROD007,2026-01-08,14:00,2,64.3,tienda,sin_promocion
PROD013,2026-01-08,14:08,1,355.14,online,sin_promocion
PROD001,2026-01-08,14:09,2,138.79,tienda,sin_promocion
PROD007,2026-01-08,14:16,4,61.33,tienda,sin_promocion
PROD008,2026-01-08,14:23,1,118.78,tienda,sin_promocion
PROD015,2026-01-08,14:29,1,56.57,telefono,sin_promocion
PROD004,2026-01-08,14:31,2,192.81,online,sin_promocion
PROD006,2026-01-08,14:46,1,102.34,telefono,sin_promocion
PROD003,2026-01-08,15:16,1,209.99,online,sin_promocion
PROD014,2026-01-08,15:17,1,46.33,telefono,sin_promocion
PROD008,2026-01-08,16:24,2,137.28,tienda,2x1
PROD003,2026-01-08,17:50,1,236.77,tienda,sin_promocion
PROD008,2026-01-09,08:51,1,126.47,tienda,sin_promocion
PROD007,2026-01-09,09:17,3,68.63,online,sin_promocion
PROD003,2026-01-09,09:31,2,239.31,tienda,sin_promocion
PROD008,2026-01-09,09:32,2,121.53,telefono,sin_promocion
PROD008,2026-01-09,09:45,1,136.96,online,sin_promocion
PROD008,2026-01-09,10:04,2,124.07,tienda,sin_promocion
PROD015,2026-01-09,10:32,12,65.6,telefono,10%_desc
PROD001,2026-01-09,10:40,2,156.49,tienda,sin_promocion
PROD013,2026-01-09,10:51,1,400.71,tienda,sin_promocion
PROD003,2026-01-09,11:18,1,203.48,tienda,sin_promocion
PROD006,2026-01-09,11:33,1,91.44,telefono,sin_promocion
PROD010,2026-01-09,12:04,1,190.55,telefono,sin_promocion
PROD011,2026-01-09,12:25,1,569.58,telefono,sin_promocion
PROD004,2026-01-09,12:28,5,188.99,online,sin_promocion
PROD006,2026-01-09,13:25,1,98.36,tienda,sin_promocion
PROD010,2026-01-09,13:37,1,184.15,telefono,sin_promocion
PROD010,2026-01-09,13:45,1,211.14,tienda,sin_promocion
PROD006,2026-01-09,14:37,1,100.9,tienda,sin_promocion
PROD008,2026-01-09,14:39,1,122.89,tienda,sin_promocion
PROD007,2026-01-09,14:45,4,65.35,tienda,sin_promocion
PROD001,2026-01-09,14:53,1,149.63,online,combo
PROD004,2026-01-09,15:06,3,162.69,tienda,sin_promocion
PROD001,2026-01-09,15:40,1,154.21,telefono,sin_promocion
PROD008,2026-01-09,16:28,1,136.98,online,sin_promocion
PROD001,2026-01-09,17:28,1,135.06,tienda,combo
PROD011,2026-01-09,17:50,1,534.76,tienda,sin_promocion
PROD011,2026-01-09,17:58,1,506.72,tienda,sin_promocion
PROD005,2026-01-10,07:49,1,347.55,tienda,sin_promocion
PROD001,2026-01-10,08:28,1,160.13,telefono,sin_promocion
PROD012,2026-01-10,09:09,4,189.38,tienda,15%_desc
PROD009,2026-01-10,09:37,1,440.21,online,sin_promocion
PROD012,2026-01-10,09:49,1,181.66,tienda,10%_desc
PROD014,2026-01-10,09:57,1,45.66,tienda,sin_promocion
PROD011,2026-01-10,10:48,1,520.36,tienda,sin_promocion
PROD006,2026-01-10,10:56,1,101.22,tienda,sin_promocion
PROD009,2026-01-10,11:04,1,458.85,tienda,sin_promocion
PROD009,2026-01-10,11:25,1,476.63,tienda,2x1
PROD014,2026-01-10,12:13,4,42.65,tienda,sin_promocion
PROD008,2026-01-10,12:24,9,137.4,tienda,sin_promocion
PROD007,2026-01-10,13:29,1,62.38,tienda,2x1
PROD002,2026-01-10,14:05,5,80.92,telefono,sin_promocion
PROD014,2026-01-10,14:05,2,48.21,telefono,sin_promocion
PROD014,2026-01-10,14:05,1,49.17,tienda,sin_promocion
PROD004,2026-01-10,14:17,3,197.09,online,combo
PROD013,2026-01-10,14:36,1,385.94,online,sin_promocion
PROD008,2026-01-10,14:43,9,118.38,tienda,sin_promocion
PROD009,2026-01-10,14:50,1,429.87,tienda,sin_promocion
PROD004,2026-01-10,15:00,1,169.04,tienda,sin_promocion
PROD004,2026-01-10,15:02,1,188.36,tienda,sin_promocion
PROD012,2026-01-10,15:15,1,188.49,tienda,15%_desc
PROD015,2026-01-10,15:29,8,64.39,tienda,combo
PROD006,2026-01-10,15:35,2,86.44,tienda,sin_promocion
PROD008,2026-01-10,15:41,1,117.4,tienda,sin_promocion
PROD005,2026-01-10,15:44,2,373.68,tienda,sin_promocion
PROD006,2026-01-11,07:36,1,96.24,telefono,10%_desc
PROD001,2026-01-11,08:02,1,141.83,tienda,sin_promocion
PROD015,2026-01-11,08:16,1,63.62,telefono,sin_promocion
PROD004,2026-01-11,08:48,9,169.32,tienda,sin_promocion
PROD003,2026-01-11,08:53,2,203.15,tienda,sin_promocion
PROD007,2026-01-11,08:53,1,69.53,online,sin_promocion
PROD001,2026-01-11,09:49,1,135.01,tienda,sin_promocion
PROD007,2026-01-11,10:08,4,65.7,tienda,sin_promocion
PROD010,2026-01-11,10:08,1,200.23,tienda,sin_promocion
PROD007,2026-01-11,10:13,1,66.52,online,sin_promocion
PROD010,2026-01-11,10:16,1,186.67,tienda,sin_promocion
PROD007,2026-01-11,10:18,2,61.12,tienda,sin_promocion
PROD015,2026-01-11,10:30,2,64.99,tienda,sin_promocion
PROD012,2026-01-11,10:46,1,178.15,tienda,2x1
PROD015,2026-01-11,10:48,7,56.19,tienda,2x1
PROD006,2026-01-11,11:53,1,93.74,telefono,sin_promocion
PROD010,2026-01-11,12:12,1,193.64,tienda,sin_promocion
PROD007,2026-01-11,13:04,2,67.21,tienda,sin_promocion
PROD012,2026-01-11,13:35,1,176.05,online,sin_promocion
PROD014,2026-01-11,13:35,2,44.11,tienda,sin_promocion
PROD003,2026-01-11,13:51,1,219.0,telefono,2x1
PROD010,2026-01-11,14:15,1,184.27,online,sin_promocion
PROD015,2026-01-11,14:36,6,60.29,tienda,sin_promocion
PROD004,2026-01-11,14:56,1,178.18,tienda,sin_promocion
PROD006,2026-01-11,14:56,1,93.87,tienda,sin_promocion
PROD004,2026-01-11,15:09,1,167.99,telefono,sin_promocion
PROD003,2026-01-11,15:10,7,219.28,tienda,sin_promocion
PROD010,2026-01-11,15:16,2,201.24,telefono,sin_promocion
PROD001,2026-01-11,16:21,1,162.37,online,sin_promocion
PROD006,2026-01-11,17:04,1,89.65,tienda,sin_promocion
PROD010,2026-01-11,17:15,1,218.98,tienda,sin_promocion
PROD001,2026-01-11,18:43,1,154.05,telefono,sin_promocion
PROD008,2026-01-12,08:23,7,118.15,tienda,sin_promocion
PROD008,2026-01-12,09:35,2,135.82,tienda,sin_promocion
PROD015,2026-01-12,09:56,1,63.02,tienda,sin_promocion
PROD001,2026-01-12,10:05,1,156.69,tienda,sin_promocion
PROD015,2026-01-12,10:33,7,65.11,tienda,15%_desc
PROD015,2026-01-12,11:46,14,59.39,telefono,sin_promocion
PROD011,2026-01-12,11:48,1,517.57,tienda,sin_promocion
PROD012,2026-01-12,11:50,1,191.21,online,sin_promocion
PROD008,2026-01-12,13:42,4,120.44,tienda,sin_promocion
PROD006,2026-01-12,14:03,3,100.62,online,sin_promocion
PROD002,2026-01-12,14:08,3,91.37,tienda,sin_promocion
PROD001,2026-01-12,14:33,1,149.95,tienda,sin_promocion
PROD006,2026-01-12,14:47,1,95.81,online,sin_promocion
PROD011,2026-01-12,14:58,1,501.56,tienda,sin_promocion
PROD006,2026-01-12,15:09,1,102.64,telefono,sin_promocion
PROD001,2026-01-12,15:19,1,145.15,tienda,sin_promocion
PROD011,2026-01-12,16:05,2,497.37,tienda,combo
PROD004,2026-01-12,16:16,1,171.93,telefono,sin_promocion
PROD008,2026-01-12,16:47,1,134.26,tienda,sin_promocion
PROD015,2026-01-12,17:39,1,64.76,tienda,sin_promocion
PROD006,2026-01-13,08:14,1,93.34,tienda,2x1
PROD013,2026-01-13,08:47,1,374.9,online,sin_promocion
PROD008,2026-01-13,09:10,1,131.96,tienda,sin_promocion
PROD013,2026-01-13,09:19,3,414.65,telefono,sin_promocion
PROD002,2026-01-13,09:41,1,81.55,tienda,sin_promocion
PROD014,2026-01-13,09:50,2,49.42,tienda,sin_promocion
PROD006,2026-01-13,09:58,1,87.4,tienda,sin_promocion
PROD008,2026-01-13,10:22,1,123.48,tienda,sin_promocion
PROD003,2026-01-13,10:36,2,210.63,tienda,sin_promocion
PROD009,2026-01-13,10:36,1,408.41,online,15%_desc
PROD008,2026-01-13,11:13,1,142.45,tienda,sin_promocion
PROD002,2026-01-13,11:39,16,92.07,tienda,sin_promocion
PROD008,2026-01-13,11:47,1,124.83,telefono,sin_promocion
PROD011,2026-01-13,13:09,1,514.97,tienda,sin_promocion
PROD013,2026-01-13,14:11,1,390.74,tienda,sin_promocion
PROD014,2026-01-13,14:12,2,42.73,telefono,sin_promocion
PROD008,2026-01-13,14:39,2,127.85,tienda,sin_promocion
PROD003,2026-01-13,15:08,1,210.67,tienda,sin_promocion
PROD002,2026-01-13,15:48,1,88.59,tienda,sin_promocion
PROD006,2026-01-13,16:11,1,101.07,tienda,sin_promocion
PROD006,2026-01-13,18:26,2,96.36,telefono,sin_promocion
PROD014,2026-01-14,08:02,1,43.03,online,sin_promocion
PROD003,2026-01-14,09:20,1,202.22,tienda,sin_promocion
PROD014,2026-01-14,09:29,1,44.42,tienda,10%_desc
PROD007,2026-01-14,09:46,1,67.45,tienda,sin_promocion
PROD014,2026-01-14,09:46,2,42.45,tienda,sin_promocion
PROD015,2026-01-14,10:00,3,59.75,tienda,sin_promocion
PROD012,2026-01-14,10:17,1,171.84,tienda,sin_promocion
PROD007,2026-01-14,10:54,1,61.74,online,sin_promocion
PROD014,2026-01-14,11:06,4,40.9,online,sin_promocion
PROD007,2026-01-14,11:20,2,61.52,telefono,combo
PROD015,2026-01-14,11:26,6,65.6,tienda,sin_promocion
PROD012,2026-01-14,11:42,1,180.94,tienda,sin_promocion
PROD015,2026-01-14,13:21,2,65.92,telefono,sin_promocion
PROD009,2026-01-14,13:44,1,449.75,telefono,sin_promocion
PROD003,2026-01-14,14:10,1,200.42,tienda,2x1
PROD001,2026-01-14,14:15,1,153.87,telefono,sin_promocion
PROD001,2026-01-14,15:06,2,160.35,tienda,sin_promocion
PROD014,2026-01-14,15:32,1,47.78,telefono,sin_promocion
PROD004,2026-01-14,16:03,3,190.94,online,sin_promocion
PROD014,2026-01-14,16:12,2,46.67,telefono,sin_promocion
PROD015,2026-01-14,16:59,5,59.05,tienda,sin_promocion
PROD006,2026-01-14,17:21,1,92.97,tienda,sin_promocion
PROD015,2026-01-15,07:33,1,60.12,tienda,sin_promocion
PROD013,2026-01-15,08:00,1,406.76,tienda,sin_promocion
PROD012,2026-01-15,08:49,1,173.94,tienda,sin_promocion
PROD004,2026-01-15,09:46,6,188.08,telefono,sin_promocion
PROD012,2026-01-15,10:08,1,169.73,telefono,sin_promocion
PROD014,2026-01-15,11:42,1,45.57,online,sin_promocion
PROD004,2026-01-15,12:09,1,184.76,tienda,sin_promocion
PROD004,2026-01-15,14:22,1,197.17,tienda,sin_promocion
PROD015,2026-01-15,15:15,9,60.31,telefono,2x1
PROD005,2026-01-15,15:36,1,317.47,tienda,sin_promocion
PROD007,2026-01-15,15:52,1,63.73,online,sin_promocion
PROD007,2026-01-15,15:57,1,59.81,tienda,sin_promocion
PROD013,2026-01-15,16:06,1,386.98,tienda,sin_promocion
PROD013,2026-01-15,16:21,1,366.41,telefono,sin_promocion
PROD004,2026-01-15,17:56,3,180.74,tienda,sin_promocion
PROD012,2026-01-16,09:51,2,191.7,telefono,combo
PROD006,2026-01-16,11:52,1,90.49,online,sin_promocion
PROD007,2026-01-16,12:21,2,59.4,tienda,2x1
PROD009,2026-01-16,13:08,1,447.63,tienda,sin_promocion
PROD001,2026-01-16,14:36,1,151.99,tienda,sin_promocion
PROD002,2026-01-16,14:44,3,79.81,tienda,sin_promocion
PROD012,2026-01-16,15:15,1,173.67,tienda,2x1
PROD003,2026-01-16,15:40,4,215.79,tienda,2x1
PROD001,2026-01-16,16:39,1,163.11,online,sin_promocion
PROD009,2026-01-16,16:49,5,429.79,tienda,combo
PROD003,2026-01-16,17:02,4,214.38,telefono,sin_promocion
PROD002,2026-01-17,07:18,1,77.58,tienda,sin_promocion
PROD015,2026-01-17,07:46,3,56.81,tienda,2x1
PROD015,2026-01-17,08:14,3,56.8,telefono,sin_promocion
PROD004,2026-01-17,08:19,5,173.23,tienda,sin_promocion
PROD004,2026-01-17,08:48,1,167.49,tienda,sin_promocion
PROD004,2026-01-17,09:06,4,171.46,telefono,sin_promocion
PROD008,2026-01-17,09:29,1,117.32,tienda,sin_promocion
PROD002,2026-01-17,09:33,1,78.26,online,sin_promocion
PROD006,2026-01-17,10:22,1,94.79,online,sin_promocion
PROD001,2026-01-17,11:53,3,138.06,tienda,sin_promocion
PROD001,2026-01-17,11:58,1,142.91,tienda,sin_promocion
PROD010,2026-01-17,11:59,1,215.4,tienda,sin_promocion
PROD006,2026-01-17,12:14,1,88.69,telefono,sin_promocion
PROD004,2026-01-17,12:51,1,197.98,tienda,combo
PROD006,2026-01-17,13:00,1,96.98,tienda,sin_promocion
PROD005,2026-01-17,13:01,1,330.57,online,sin_promocion
PROD001,2026-01-17,13:05,1,135.74,tienda,sin_promocion
PROD006,2026-01-17,13:05,1,89.03,tienda,sin_promocion
PROD008,2026-01-17,13:49,1,133.53,tienda,sin_promocion
PROD015,2026-01-17,14:23,8,65.28,tienda,sin_promocion
PROD007,2026-01-17,15:01,1,59.3,tienda,sin_promocion
PROD014,2026-01-17,15:18,2,43.14,online,sin_promocion
PROD007,2026-01-17,15:41,6,62.82,tienda,15%_desc
PROD001,2026-01-17,15:42,1,155.3,tienda,sin_promocion
PROD003,2026-01-17,15:58,1,201.78,telefono,sin_promocion
PROD010,2026-01-17,16:38,1,187.89,tienda,sin_promocion
PROD008,2026-01-17,17:51,3,129.18,telefono,sin_promocion
PROD015,2026-01-18,08:56,12,64.64,telefono,sin_promocion
PROD001,2026-01-18,09:24,3,153.8,online,sin_promocion
PROD007,2026-01-18,09:46,1,65.53,tienda,sin_promocion
PROD012,2026-01-18,09:49,1,192.2,tienda,sin_promocion
PROD007,2026-01-18,09:54,1,69.86,tienda,sin_promocion
PROD010,2026-01-18,09:54,1,203.42,tienda,sin_promocion
PROD011,2026-01-18,10:08,1,566.55,online,10%_desc
PROD008,2026-01-18,10:21,2,117.62,online,sin_promocion
PROD015,2026-01-18,10:29,3,61.0,tienda,sin_promocion
PROD008,2026-01-18,10:50,1,141.92,telefono,sin_promocion
PROD005,2026-01-18,11:27,1,315.41,tienda,sin_promocion
PROD015,2026-01-18,11:45,2,60.86,tienda,sin_promocion
PROD011,2026-01-18,12:30,5,481.3,telefono,sin_promocion
PROD011,2026-01-18,12:31,1,538.33,online,sin_promocion
PROD005,2026-01-18,12:35,2,346.73,tienda,sin_promocion
PROD011,2026-01-18,13:54,1,561.71,tienda,sin_promocion
PROD015,2026-01-18,13:54,2,59.55,tienda,sin_promocion
PROD005,2026-01-18,14:36,1,329.05,tienda,sin_promocion
PROD011,2026-01-18,14:42,2,569.04,telefono,sin_promocion
PROD003,2026-01-18,14:44,1,238.17,tienda,sin_promocion
PROD004,2026-01-18,14:54,2,180.94,online,sin_promocion
PROD007,2026-01-18,15:00,7,59.82,tienda,sin_promocion
PROD005,2026-01-18,15:29,2,357.53,tienda,sin_promocion
PROD005,2026-01-18,15:44,1,371.8,tienda,sin_promocion
PROD013,2026-01-18,15:52,4,363.84,tienda,10%_desc
PROD015,2026-01-18,16:38,3,56.86,tienda,sin_promocion
PROD002,2026-01-18,16:41,3,90.64,tienda,sin_promocion
PROD012,2026-01-19,07:27,2,181.37,tienda,sin_promocion
PROD006,2026-01-19,08:16,3,99.18,tienda,2x1
PROD009,2026-01-19,08:40,1,444.72,telefono,sin_promocion
PROD013,2026-01-19,09:08,1,374.62,tienda,sin_promocion
PROD003,2026-01-19,09:20,2,222.72,tienda,sin_promocion
PROD004,2026-01-19,09:29,1,168.06,tienda,sin_promocion
PROD009,2026-01-19,09:40,1,427.75,tienda,combo
PROD003,2026-01-19,09:49,5,226.17,tienda,sin_promocion
PROD001,2026-01-19,09:51,1,162.65,tienda,sin_promocion
PROD001,2026-01-19,09:55,2,164.16,tienda,sin_promocion
PROD003,2026-01-19,10:10,1,238.58,tienda,sin_promocion
PROD009,2026-01-19,10:23,1,440.81,tienda,sin_promocion
PROD005,2026-01-19,10:38,1,373.14,online,sin_promocion
PROD009,2026-01-19,10:51,2,414.96,online,sin_promocion
PROD004,2026-01-19,11:13,11,167.25,tienda,sin_promocion
PROD013,2026-01-19,11:23,1,409.26,tienda,15%_desc
PROD015,2026-01-19,11:36,2,55.38,tienda,sin_promocion
PROD015,2026-01-19,11:55,1,58.99,tienda,combo
PROD001,2026-01-19,12:11,1,162.21,tienda,sin_promocion
PROD009,2026-01-19,13:09,1,421.55,tienda,combo
PROD015,2026-01-19,14:43,1,55.71,telefono,sin_promocion
PROD013,2026-01-19,15:08,1,351.8,tienda,sin_promocion
PROD005,2026-01-19,15:42,2,358.35,tienda,sin_promocion
PROD007,2026-01-19,16:00,1,61.34,tienda,15%_desc
PROD007,2026-01-19,16:06,5,59.84,tienda,sin_promocion
PROD012,2026-01-19,16:20,1,159.82,tienda,sin_promocion
PROD005,2026-01-20,07:46,2,365.32,tienda,sin_promocion
PROD004,2026-01-20,09:20,2,191.45,telefono,sin_promocion
PROD006,2026-01-20,09:44,1,88.59,telefono,sin_promocion
PROD009,2026-01-20,09:45,1,473.33,tienda,sin_promocion
PROD003,2026-01-20,09:54,1,198.06,tienda,sin_promocion
PROD013,2026-01-20,10:01,1,395.86,telefono,sin_promocion
PROD006,2026-01-20,11:29,1,97.81,tienda,sin_promocion
PROD009,2026-01-20,12:28,4,468.37,tienda,sin_promocion
PROD010,2026-01-20,12:52,1,216.04,tienda,sin_promocion
PROD006,2026-01-20,13:31,1,104.41,tienda,sin_promocion
PROD014,2026-01-20,13:33,1,45.63,online,2x1
PROD006,2026-01-20,14:02,1,100.16,tienda,sin_promocion
PROD013,2026-01-20,14:20,1,400.3,telefono,combo
PROD010,2026-01-20,14:36,1,196.27,tienda,sin_promocion
PROD004,2026-01-20,15:16,4,182.89,tienda,sin_promocion
PROD009,2026-01-20,15:17,3,452.84,tienda,sin_promocion
PROD004,2026-01-20,15:53,3,186.96,tienda,sin_promocion
PROD004,2026-01-20,17:35,3,162.99,tienda,sin_promocion
PROD010,2026-01-20,18:44,1,210.73,telefono,sin_promocion
PROD004,2026-01-21,07:29,2,165.78,online,sin_promocion
PROD010,2026-01-21,07:58,1,204.45,tienda,sin_promocion
PROD010,2026-01-21,08:24,4,199.08,tienda,sin_promocion
PROD005,2026-01-21,08:32,2,340.58,tienda,sin_promocion
PROD004,2026-01-21,09:00,2,186.73,online,sin_promocion
PROD013,2026-01-21,09:18,3,389.35,tienda,sin_promocion
PROD010,2026-01-21,09:29,1,212.49,telefono,sin_promocion
PROD014,2026-01-21,09:45,4,43.71,tienda,sin_promocion
PROD014,2026-01-21,10:02,4,40.87,tienda,sin_promocion
PROD007,2026-01-21,10:41,3,58.55,tienda,sin_promocion
PROD015,2026-01-21,10:59,1,61.95,tienda,sin_promocion
PROD013,2026-01-21,11:20,1,356.86,tienda,sin_promocion
PROD008,2026-01-21,11:24,1,133.65,online,sin_promocion
PROD005,2026-01-21,12:13,1,351.46,tienda,sin_promocion
PROD007,2026-01-21,12:17,1,59.93,online,sin_promocion
PROD004,2026-01-21,12:46,1,192.14,tienda,sin_promocion
PROD007,2026-01-21,12:50,1,62.1,tienda,sin_promocion
PROD012,2026-01-21,13:06,1,188.31,telefono,sin_promocion
PROD003,2026-01-21,14:03,3,198.34,tienda,sin_promocion
PROD015,2026-01-21,14:36,1,57.29,tienda,sin_promocion
PROD013,2026-01-21,14:43,1,400.2,telefono,sin_promocion
PROD007,2026-01-21,14:49,5,61.55,tienda,sin_promocion
PROD010,2026-01-21,14:53,2,218.21,tienda,sin_promocion
PROD010,2026-01-21,15:28,1,200.3,tienda,sin_promocion
PROD014,2026-01-21,15:30,4,44.89,tienda,sin_promocion
PROD013,2026-01-21,15:32,1,382.63,tienda,sin_promocion
PROD013,2026-01-21,17:18,1,343.04,online,sin_promocion
PROD008,2026-01-21,17:36,1,119.84,tienda,sin_promocion
PROD015,2026-01-22,07:30,1,63.92,tienda,sin_promocion
PROD007,2026-01-22,07:34,2,62.48,tienda,10%_desc
PROD009,2026-01-22,07:44,1,480.54,tienda,sin_promocion
PROD006,2026-01-22,08:57,1,95.9,tienda,sin_promocion
PROD002,2026-01-22,08:59,1,80.86,tienda,sin_promocion
PROD002,2026-01-22,09:26,2,80.11,tienda,combo
PROD007,2026-01-22,09:27,1,59.62,online,sin_promocion
PROD004,2026-01-22,09:29,1,189.84,tienda,sin_promocion
PROD003,2026-01-22,10:16,1,227.85,tienda,10%_desc
PROD004,2026-01-22,10:21,1,186.42,tienda,10%_desc
PROD005,2026-01-22,10:36,1,379.39,telefono,sin_promocion
PROD001,2026-01-22,10:41,5,156.3,tienda,sin_promocion
PROD006,2026-01-22,11:05,1,104.14,tienda,sin_promocion
PROD006,2026-01-22,11:32,4,89.93,tienda,sin_promocion
PROD014,2026-01-22,11:39,1,45.51,tienda,combo
PROD005,2026-01-22,11:48,1,363.04,tienda,sin_promocion
PROD005,2026-01-22,12:01,1,348.63,tienda,sin_promocion
PROD003,2026-01-22,12:11,4,239.67,tienda,combo
PROD001,2026-01-22,12:20,1,135.89,telefono,10%_desc
PROD003,2026-01-22,12:36,2,214.59,telefono,sin_promocion
PROD006,2026-01-22,13:26,4,98.87,tienda,sin_promocion
PROD006,2026-01-22,13:28,2,88.46,tienda,sin_promocion
PROD015,2026-01-22,13:31,3,64.47,tienda,sin_promocion
PROD014,2026-01-22,13:43,2,46.67,tienda,sin_promocion
PROD008,2026-01-22,13:45,9,133.74,tienda,2x1
PROD005,2026-01-22,13:57,1,326.45,tienda,sin_promocion
PROD007,2026-01-22,14:00,1,69.04,telefono,sin_promocion
PROD006,2026-01-22,14:13,1,94.11,tienda,sin_promocion
PROD009,2026-01-22,14:40,1,410.77,tienda,sin_promocion
PROD003,2026-01-22,14:59,8,232.92,tienda,combo
PROD009,2026-01-22,16:02,1,435.12,telefono,sin_promocion
PROD006,2026-01-22,17:18,1,97.29,tienda,sin_promocion
PROD006,2026-01-22,17:26,1,85.75,tienda,sin_promocion
PROD013,2026-01-23,09:13,4,414.66,telefono,sin_promocion
PROD001,2026-01-23,09:20,1,164.23,tienda,sin_promocion
PROD007,2026-01-23,09:22,1,68.62,tienda,sin_promocion
PROD001,2026-01-23,11:45,1,155.48,tienda,10%_desc
PROD014,2026-01-23,12:16,4,42.89,tienda,sin_promocion
PROD001,2026-01-23,12:57,1,153.73,tienda,sin_promocion
PROD005,2026-01-23,13:42,3,362.47,tienda,sin_promocion
PROD001,2026-01-23,14:03,1,159.46,tienda,sin_promocion
PROD012,2026-01-23,14:21,2,174.87,tienda,sin_promocion
PROD014,2026-01-23,14:23,9,47.38,tienda,sin_promocion
PROD001,2026-01-23,14:38,1,146.38,telefono,sin_promocion
PROD011,2026-01-23,14:59,1,549.22,tienda,sin_promocion
PROD001,2026-01-23,15:03,2,139.46,telefono,sin_promocion
PROD001,2026-01-23,15:40,1,141.9,tienda,sin_promocion
PROD012,2026-01-23,16:24,4,176.18,telefono,sin_promocion
PROD012,2026-01-23,17:33,3,167.94,telefono,sin_promocion
PROD004,2026-01-24,07:44,1,173.82,tienda,sin_promocion
PROD001,2026-01-24,08:03,1,159.56,tienda,sin_promocion
PROD003,2026-01-24,08:05,2,209.54,tienda,sin_promocion
PROD010,2026-01-24,08:21,1,185.58,online,sin_promocion
PROD006,2026-01-24,08:55,1,91.51,tienda,sin_promocion
PROD001,2026-01-24,08:56,2,157.78,online,combo
PROD015,2026-01-24,09:10,2,60.61,telefono,sin_promocion
PROD005,2026-01-24,09:16,1,341.38,tienda,sin_promocion
PROD003,2026-01-24,09:37,1,208.91,tienda,15%_desc
PROD014,2026-01-24,09:52,5,42.5,tienda,sin_promocion
PROD006,2026-01-24,10:31,1,95.85,tienda,sin_promocion
PROD005,2026-01-24,10:44,1,379.51,online,combo
PROD001,2026-01-24,10:58,4,156.03,tienda,sin_promocion
PROD005,2026-01-24,10:58,2,377.1,online,sin_promocion
PROD007,2026-01-24,11:04,4,62.65,online,sin_promocion
PROD001,2026-01-24,11:52,1,139.98,tienda,sin_promocion
PROD011,2026-01-24,11:56,1,471.74,tienda,sin_promocion
PROD006,2026-01-24,12:04,1,95.7,tienda,sin_promocion
PROD004,2026-01-24,12:37,1,197.75,tienda,sin_promocion
PROD013,2026-01-24,13:08,1,374.49,tienda,sin_promocion
PROD014,2026-01-24,13:30,3,42.68,online,sin_promocion
PROD004,2026-01-24,13:46,1,195.68,online,sin_promocion
PROD012,2026-01-24,14:05,1,185.24,telefono,sin_promocion
PROD015,2026-01-24,14:13,2,54.73,tienda,sin_promocion
PROD013,2026-01-24,14:24,1,381.74,online,combo
PROD014,2026-01-24,14:31,2,46.3,telefono,15%_desc
PROD010,2026-01-24,14:37,1,181.66,online,sin_promocion
PROD006,2026-01-24,15:15,1,90.21,tienda,sin_promocion
PROD009,2026-01-24,15:20,1,468.78,tienda,sin_promocion
PROD003,2026-01-24,15:22,2,233.23,tienda,sin_promocion
PROD013,2026-01-24,15:28,1,384.64,telefono,sin_promocion
PROD002,2026-01-24,15:30,1,93.02,tienda,sin_promocion
PROD001,2026-01-24,15:43,1,147.73,tienda,sin_promocion
PROD013,2026-01-24,16:47,1,370.78,tienda,sin_promocion
PROD005,2026-01-24,16:50,1,335.62,tienda,sin_promocion
PROD004,2026-01-24,16:56,4,178.27,tienda,15%_desc
PROD011,2026-01-24,17:11,1,523.83,online,sin_promocion
PROD006,2026-01-24,17:26,1,89.07,tienda,sin_promocion
PROD002,2026-01-24,17:58,1,89.96,online,sin_promocion
PROD002,2026-01-24,18:42,1,92.35,tienda,sin_promocion
PROD012,2026-01-25,07:37,1,170.79,tienda,sin_promocion
PROD007,2026-01-25,07:49,5,68.37,tienda,sin_promocion
PROD010,2026-01-25,08:45,1,181.08,online,sin_promocion
PROD004,2026-01-25,09:08,4,195.99,tienda,sin_promocion
PROD002,2026-01-25,09:26,5,84.6,tienda,sin_promocion
PROD015,2026-01-25,09:31,8,54.92,online,sin_promocion
PROD002,2026-01-25,09:37,2,90.03,online,sin_promocion
PROD002,2026-01-25,09:48,1,88.86,tienda,sin_promocion
PROD015,2026-01-25,09:48,2,64.65,tienda,sin_promocion
PROD007,2026-01-25,09:51,1,61.16,telefono,sin_promocion
PROD008,2026-01-25,09:52,1,131.34,tienda,sin_promocion
PROD013,2026-01-25,10:06,1,375.61,tienda,sin_promocion
PROD005,2026-01-25,10:07,1,340.62,tienda,sin_promocion
PROD011,2026-01-25,10:09,2,470.7,tienda,10%_desc
PROD004,2026-01-25,10:15,1,187.97,tienda,combo
PROD012,2026-01-25,10:43,1,177.65,tienda,sin_promocion
PROD002,2026-01-25,10:44,1,79.27,tienda,sin_promocion
PROD010,2026-01-25,10:57,2,186.15,tienda,2x1
PROD007,2026-01-25,11:05,4,62.39,online,sin_promocion
PROD005,2026-01-25,11:20,2,379.82,tienda,sin_promocion
PROD006,2026-01-25,11:28,1,87.68,tienda,sin_promocion
PROD006,2026-01-25,11:35,1,89.76,tienda,sin_promocion
PROD003,2026-01-25,11:42,1,235.36,online,sin_promocion
PROD003,2026-01-25,12:10,1,216.56,tienda,sin_promocion
PROD008,2026-01-25,12:14,1,124.53,telefono,sin_promocion
